,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
10893,2008,1,6,7,1859.0,1835,1931.0,1855,WN,921,N414WN,92.0,80.0,73.0,36.0,24.0,PHX,BUR,369,6.0,13.0,0,N,0,0.0,0.0,12.0,0.0,24.0
10895,2008,1,6,7,2038.0,2010,2104.0,2035,WN,2871,N444WN,86.0,85.0,75.0,29.0,28.0,PHX,BUR,369,2.0,9.0,0,N,0,11.0,0.0,1.0,0.0,17.0
10896,2008,1,6,7,2214.0,2135,2244.0,2155,WN,3323,N208WN,90.0,80.0,77.0,49.0,39.0,PHX,BUR,369,3.0,10.0,0,N,0,5.0,0.0,10.0,0.0,34.0
10899,2008,1,6,7,1230.0,1210,1823.0,1820,WN,1155,N726SW,233.0,250.0,223.0,3.0,20.0,PHX,BWI,1999,4.0,6.0,0,N,0,,,,,
10900,2008,1,6,7,1511.0,1445,2106.0,2055,WN,1686,N709SW,235.0,250.0,220.0,11.0,26.0,PHX,BWI,1999,4.0,11.0,0,N,0,,,,,
10905,2008,1,6,7,1335.0,1320,1507.0,1505,WN,2039,N386SW,92.0,105.0,76.0,2.0,15.0,PHX,DEN,602,6.0,10.0,0,N,0,,,,,
10907,2008,1,6,7,2233.0,2035,7.0,2220,WN,3669,N362SW,94.0,105.0,75.0,107.0,118.0,PHX,DEN,602,9.0,10.0,0,N,0,4.0,0.0,0.0,0.0,103.0
10908,2008,1,6,7,1025.0,950,1557.0,1540,WN,1428,N264LV,212.0,230.0,192.0,17.0,35.0,PHX,DTW,1671,7.0,13.0,0,N,0,17.0,0.0,0.0,0.0,0.0
10910,2008,1,6,7,1313.0,1305,1414.0,1410,WN,116,N706SW,61.0,65.0,50.0,4.0,8.0,PHX,ELP,347,3.0,8.0,0,N,0,,,,,
10911,2008,1,6,7,2035.0,1900,2135.0,2005,WN,481,N684WN,60.0,65.0,45.0,90.0,95.0,PHX,ELP,347,5.0,10.0,0,N,0,2.0,0.0,0.0,0.0,88.0
10912,2008,1,6,7,1534.0,1500,1629.0,1605,WN,1506,N241WN,55.0,65.0,45.0,24.0,34.0,PHX,ELP,347,4.0,6.0,0,N,0,0.0,0.0,0.0,7.0,17.0
10913,2008,1,6,7,1748.0,1720,1846.0,1825,WN,1745,N745SW,58.0,65.0,46.0,21.0,28.0,PHX,ELP,347,5.0,7.0,0,N,0,14.0,0.0,0.0,0.0,7.0
10914,2008,1,6,7,2233.0,2135,2336.0,2240,WN,3140,N775SW,63.0,65.0,47.0,56.0,58.0,PHX,ELP,347,4.0,12.0,0,N,0,36.0,0.0,0.0,0.0,20.0
10917,2008,1,6,7,1630.0,1615,1953.0,1940,WN,933,N624SW,143.0,145.0,131.0,13.0,15.0,PHX,HOU,1020,4.0,8.0,0,N,0,,,,,
10918,2008,1,6,7,2105.0,2000,23.0,2320,WN,2268,N664WN,138.0,140.0,124.0,63.0,65.0,PHX,HOU,1020,3.0,11.0,0,N,0,12.0,0.0,0.0,0.0,51.0
10919,2008,1,6,7,922.0,915,1243.0,1250,WN,3317,N646SW,141.0,155.0,130.0,-7.0,7.0,PHX,HOU,1020,4.0,7.0,0,N,0,,,,,
10920,2008,1,6,7,1114.0,1055,1616.0,1625,WN,1034,N257WN,182.0,210.0,164.0,-9.0,19.0,PHX,IND,1489,9.0,9.0,0,N,0,,,,,
10921,2008,1,6,7,1816.0,1725,2317.0,2245,WN,2726,N754SW,181.0,200.0,164.0,32.0,51.0,PHX,IND,1489,9.0,8.0,0,N,0,6.0,0.0,0.0,0.0,26.0
10923,2008,1,6,7,1631.0,1615,1643.0,1620,WN,340,N629SW,72.0,65.0,57.0,23.0,16.0,PHX,LAS,256,9.0,6.0,0,N,0,0.0,0.0,7.0,0.0,16.0
10927,2008,1,6,7,1656.0,1650,1655.0,1655,WN,675,N704SW,59.0,65.0,51.0,0.0,6.0,PHX,LAS,256,3.0,5.0,0,N,0,,,,,
10928,2008,1,6,7,1803.0,1720,1813.0,1725,WN,700,N374SW,70.0,65.0,51.0,48.0,43.0,PHX,LAS,256,3.0,16.0,0,N,0,1.0,0.0,5.0,0.0,42.0
10931,2008,1,6,7,1230.0,1155,1232.0,1205,WN,887,N228WN,62.0,70.0,44.0,27.0,35.0,PHX,LAS,256,3.0,15.0,0,N,0,0.0,0.0,18.0,0.0,9.0
10933,2008,1,6,7,2134.0,2120,2141.0,2125,WN,998,N753SW,67.0,65.0,51.0,16.0,14.0,PHX,LAS,256,5.0,11.0,0,N,0,6.0,0.0,2.0,0.0,8.0
10935,2008,1,6,7,1454.0,1435,1514.0,1440,WN,1318,N484WN,80.0,65.0,45.0,34.0,19.0,PHX,LAS,256,21.0,14.0,0,N,0,0.0,0.0,28.0,0.0,6.0
10936,2008,1,6,7,1027.0,1010,1100.0,1020,WN,1866,N497WN,93.0,70.0,66.0,40.0,17.0,PHX,LAS,256,4.0,23.0,0,N,0,15.0,0.0,23.0,0.0,2.0
10937,2008,1,6,7,740.0,730,731.0,730,WN,2030,N451WN,51.0,60.0,43.0,1.0,10.0,PHX,LAS,256,2.0,6.0,0,N,0,,,,,
10939,2008,1,6,7,2042.0,2030,2041.0,2035,WN,3061,N730SW,59.0,65.0,46.0,6.0,12.0,PHX,LAS,256,4.0,9.0,0,N,0,,,,,
10941,2008,1,6,7,1503.0,1440,1529.0,1500,WN,232,N642WN,86.0,80.0,66.0,29.0,23.0,PHX,LAX,370,6.0,14.0,0,N,0,7.0,0.0,6.0,0.0,16.0
10942,2008,1,6,7,2015.0,1815,2044.0,1835,WN,303,N367SW,89.0,80.0,75.0,129.0,120.0,PHX,LAX,370,6.0,8.0,0,N,0,94.0,0.0,9.0,0.0,26.0
10943,2008,1,6,7,1929.0,1915,2004.0,1935,WN,343,N360SW,95.0,80.0,77.0,29.0,14.0,PHX,LAX,370,10.0,8.0,0,N,0,0.0,0.0,29.0,0.0,0.0
10945,2008,1,6,7,2122.0,2050,2227.0,2115,WN,1033,N796SW,125.0,85.0,86.0,72.0,32.0,PHX,LAX,370,22.0,17.0,0,N,0,14.0,0.0,40.0,0.0,18.0
10946,2008,1,6,7,1212.0,1205,1240.0,1230,WN,1237,N402WN,88.0,85.0,64.0,10.0,7.0,PHX,LAX,370,9.0,15.0,0,N,0,,,,,
10947,2008,1,6,7,1801.0,1735,1839.0,1755,WN,2359,N476WN,98.0,80.0,64.0,44.0,26.0,PHX,LAX,370,24.0,10.0,0,N,0,13.0,0.0,18.0,0.0,13.0
10948,2008,1,6,7,1509.0,1315,1533.0,1335,WN,2360,N693SW,84.0,80.0,68.0,118.0,114.0,PHX,LAX,370,5.0,11.0,0,N,0,0.0,0.0,22.0,0.0,96.0
10950,2008,1,6,7,1617.0,1610,1640.0,1630,WN,2812,N242WN,83.0,80.0,62.0,10.0,7.0,PHX,LAX,370,11.0,10.0,0,N,0,,,,,
10951,2008,1,6,7,1723.0,1645,1749.0,1700,WN,3936,N243WN,86.0,75.0,68.0,49.0,38.0,PHX,LAX,370,5.0,13.0,0,N,0,0.0,0.0,14.0,0.0,35.0
10952,2008,1,6,7,2121.0,1955,42.0,2330,WN,753,N211WN,141.0,155.0,122.0,72.0,86.0,PHX,LIT,1136,6.0,13.0,0,N,0,8.0,0.0,0.0,0.0,64.0
10953,2008,1,6,7,1931.0,1900,2246.0,2230,WN,84,N647SW,135.0,150.0,121.0,16.0,31.0,PHX,MCI,1044,4.0,10.0,0,N,0,4.0,0.0,0.0,0.0,12.0
10954,2008,1,6,7,2205.0,2105,109.0,35,WN,835,N708SA,124.0,150.0,111.0,34.0,60.0,PHX,MCI,1044,5.0,8.0,0,N,0,9.0,0.0,0.0,0.0,25.0
10955,2008,1,6,7,1253.0,1240,1600.0,1610,WN,1006,N384SW,127.0,150.0,118.0,-10.0,13.0,PHX,MCI,1044,3.0,6.0,0,N,0,,,,,
10956,2008,1,6,7,1050.0,1025,1642.0,1625,WN,3509,N261WN,232.0,240.0,218.0,17.0,25.0,PHX,MCO,1848,8.0,6.0,0,N,0,16.0,0.0,0.0,0.0,1.0
10957,2008,1,6,7,2052.0,2030,47.0,45,WN,349,N412WN,175.0,195.0,157.0,2.0,22.0,PHX,MDW,1444,5.0,13.0,0,N,0,,,,,
10959,2008,1,6,7,1935.0,1920,2325.0,2340,WN,1566,N232WN,170.0,200.0,156.0,-15.0,15.0,PHX,MDW,1444,5.0,9.0,0,N,0,,,,,
10960,2008,1,6,7,1202.0,1050,1605.0,1515,WN,1667,N422WN,183.0,205.0,165.0,50.0,72.0,PHX,MDW,1444,5.0,13.0,0,N,0,50.0,0.0,0.0,0.0,0.0
10961,2008,1,6,7,1627.0,1610,2023.0,2030,WN,1929,N715SW,176.0,200.0,157.0,-7.0,17.0,PHX,MDW,1444,13.0,6.0,0,N,0,,,,,
10962,2008,1,6,7,1250.0,1230,1652.0,1655,WN,2474,N786SW,182.0,205.0,170.0,-3.0,20.0,PHX,MDW,1444,7.0,5.0,0,N,0,,,,,
10963,2008,1,6,7,1356.0,1350,1748.0,1810,WN,2703,N230WN,172.0,200.0,161.0,-22.0,6.0,PHX,MDW,1444,5.0,6.0,0,N,0,,,,,
10964,2008,1,6,7,613.0,600,1011.0,1015,WN,2813,N698SW,178.0,195.0,164.0,-4.0,13.0,PHX,MDW,1444,4.0,10.0,0,N,0,,,,,
10965,2008,1,6,7,1203.0,1145,1827.0,1830,WN,3598,N275WN,264.0,285.0,244.0,-3.0,18.0,PHX,MHT,2279,6.0,14.0,0,N,0,,,,,
10966,2008,1,6,7,1228.0,1215,1607.0,1605,WN,1167,N793SA,159.0,170.0,149.0,2.0,13.0,PHX,MSY,1301,3.0,7.0,0,N,0,,,,,
10967,2008,1,6,7,1736.0,1715,1836.0,1820,WN,357,N371SW,120.0,125.0,110.0,16.0,21.0,PHX,OAK,646,4.0,6.0,0,N,0,0.0,0.0,0.0,1.0,15.0
10970,2008,1,6,7,1948.0,1905,2105.0,2005,WN,2336,N902WN,137.0,120.0,106.0,60.0,43.0,PHX,OAK,646,17.0,14.0,0,N,0,19.0,0.0,17.0,0.0,24.0
10971,2008,1,6,7,941.0,925,1039.0,1035,WN,2646,N669SW,118.0,130.0,105.0,4.0,16.0,PHX,OAK,646,8.0,5.0,0,N,0,,,,,
10972,2008,1,6,7,1502.0,1455,1619.0,1600,WN,3240,N735SA,137.0,125.0,111.0,19.0,7.0,PHX,OAK,646,16.0,10.0,0,N,0,7.0,0.0,12.0,0.0,0.0
10973,2008,1,6,7,2200.0,2150,2259.0,2250,WN,3492,N740SW,119.0,120.0,102.0,9.0,10.0,PHX,OAK,646,7.0,10.0,0,N,0,,,,,
10974,2008,1,6,7,836.0,830,1125.0,1140,WN,102,N663SW,109.0,130.0,99.0,-15.0,6.0,PHX,OKC,833,4.0,6.0,0,N,0,,,,,
10975,2008,1,6,7,2100.0,2025,2356.0,2330,WN,282,N513SW,116.0,125.0,93.0,26.0,35.0,PHX,OKC,833,4.0,19.0,0,N,0,18.0,0.0,0.0,0.0,8.0
10976,2008,1,6,7,1311.0,1235,1551.0,1540,WN,940,N418WN,100.0,125.0,92.0,11.0,36.0,PHX,OKC,833,2.0,6.0,0,N,0,,,,,
10977,2008,1,6,7,1529.0,1515,1833.0,1840,WN,316,N712SW,124.0,145.0,118.0,-7.0,14.0,PHX,OMA,1037,2.0,4.0,0,N,0,,,,,
10978,2008,1,6,7,2220.0,2015,138.0,2340,WN,559,N638SW,138.0,145.0,123.0,118.0,125.0,PHX,OMA,1037,4.0,11.0,0,N,0,58.0,0.0,0.0,0.0,60.0
10981,2008,1,6,7,1742.0,1550,1746.0,1555,WN,508,N711HK,64.0,65.0,52.0,111.0,112.0,PHX,ONT,325,6.0,6.0,0,N,0,2.0,0.0,0.0,0.0,109.0
10983,2008,1,6,7,1011.0,1000,1017.0,1020,WN,616,N247WN,66.0,80.0,52.0,-3.0,11.0,PHX,ONT,325,4.0,10.0,0,N,0,,,,,
10984,2008,1,6,7,1137.0,1110,1152.0,1130,WN,876,N237WN,75.0,80.0,57.0,22.0,27.0,PHX,ONT,325,4.0,14.0,0,N,0,22.0,0.0,0.0,0.0,0.0
10985,2008,1,6,7,2100.0,1720,2119.0,1730,WN,966,N250WN,79.0,70.0,60.0,229.0,220.0,PHX,ONT,325,6.0,13.0,0,N,0,14.0,0.0,9.0,0.0,206.0
10986,2008,1,6,7,1857.0,1850,1915.0,1900,WN,1679,N339SW,78.0,70.0,59.0,15.0,7.0,PHX,ONT,325,6.0,13.0,0,N,0,6.0,0.0,8.0,0.0,1.0
10987,2008,1,6,7,2234.0,2135,2249.0,2145,WN,2369,N492WN,75.0,70.0,59.0,64.0,59.0,PHX,ONT,325,6.0,10.0,0,N,0,14.0,0.0,5.0,0.0,45.0
10990,2008,1,6,7,2037.0,2020,2048.0,2030,WN,3691,N204WN,71.0,70.0,55.0,18.0,17.0,PHX,ONT,325,7.0,9.0,0,N,0,1.0,0.0,1.0,0.0,16.0
10992,2008,1,6,7,843.0,835,1026.0,1040,WN,364,N352SW,163.0,185.0,147.0,-14.0,8.0,PHX,PDX,1009,10.0,6.0,0,N,0,,,,,
10993,2008,1,6,7,1428.0,1345,1609.0,1540,WN,1012,N622SW,161.0,175.0,145.0,29.0,43.0,PHX,PDX,1009,9.0,7.0,0,N,0,0.0,0.0,0.0,0.0,29.0
10995,2008,1,6,7,947.0,940,1546.0,1600,WN,175,N412WN,239.0,260.0,228.0,-14.0,7.0,PHX,PHL,2075,6.0,5.0,0,N,0,,,,,
10998,2008,1,6,7,939.0,920,1558.0,1605,WN,2452,N901WN,259.0,285.0,250.0,-7.0,19.0,PHX,PVD,2277,4.0,5.0,0,N,0,,,,,
10999,2008,1,6,7,954.0,940,1553.0,1545,WN,2818,N761RR,239.0,245.0,228.0,8.0,14.0,PHX,RDU,1891,4.0,7.0,0,N,0,,,,,
11000,2008,1,6,7,2145.0,2120,2236.0,2210,WN,489,N474WN,111.0,110.0,93.0,26.0,25.0,PHX,RNO,601,5.0,13.0,0,N,0,20.0,0.0,1.0,0.0,5.0
11001,2008,1,6,7,1451.0,1430,1532.0,1520,WN,736,N347SW,101.0,110.0,91.0,12.0,21.0,PHX,RNO,601,5.0,5.0,0,N,0,,,,,
11003,2008,1,6,7,1416.0,1405,1424.0,1410,WN,123,N263WN,68.0,65.0,59.0,14.0,11.0,PHX,SAN,304,2.0,7.0,0,N,0,,,,,
11004,2008,1,6,7,2254.0,2120,2329.0,2125,WN,242,N205WN,95.0,65.0,82.0,124.0,94.0,PHX,SAN,304,5.0,8.0,0,N,0,83.0,0.0,30.0,0.0,11.0
11005,2008,1,6,7,2128.0,2045,2202.0,2050,WN,381,N656SW,94.0,65.0,71.0,72.0,43.0,PHX,SAN,304,5.0,18.0,0,N,0,4.0,0.0,29.0,0.0,39.0
11006,2008,1,6,7,1714.0,1645,1715.0,1650,WN,458,N419WN,61.0,65.0,54.0,25.0,29.0,PHX,SAN,304,3.0,4.0,0,N,0,5.0,0.0,0.0,0.0,20.0
11010,2008,1,6,7,2052.0,1955,2104.0,2000,WN,1172,N224WN,72.0,65.0,57.0,64.0,57.0,PHX,SAN,304,3.0,12.0,0,N,0,5.0,0.0,7.0,0.0,52.0
11011,2008,1,6,7,1814.0,1730,1825.0,1735,WN,1511,N734SA,71.0,65.0,60.0,50.0,44.0,PHX,SAN,304,4.0,7.0,0,N,0,28.0,0.0,6.0,0.0,16.0
11015,2008,1,6,7,1510.0,1455,1524.0,1500,WN,2442,N770SA,74.0,65.0,58.0,24.0,15.0,PHX,SAN,304,3.0,13.0,0,N,0,13.0,0.0,9.0,0.0,2.0
11016,2008,1,6,7,1922.0,1840,1932.0,1845,WN,3839,N293,70.0,65.0,59.0,47.0,42.0,PHX,SAN,304,4.0,7.0,0,N,0,42.0,0.0,5.0,0.0,0.0
11017,2008,1,6,7,922.0,910,1211.0,1210,WN,327,N781WN,109.0,120.0,101.0,1.0,12.0,PHX,SAT,843,3.0,5.0,0,N,0,,,,,
11018,2008,1,6,7,2154.0,2025,43.0,2325,WN,796,N274WN,109.0,120.0,98.0,78.0,89.0,PHX,SAT,843,2.0,9.0,0,N,0,11.0,0.0,0.0,0.0,67.0
11019,2008,1,6,7,1651.0,1615,1940.0,1915,WN,2015,N449WN,109.0,120.0,99.0,25.0,36.0,PHX,SAT,843,3.0,7.0,0,N,0,5.0,0.0,0.0,0.0,20.0
11020,2008,1,6,7,1216.0,1200,1513.0,1505,WN,3168,N635SW,117.0,125.0,103.0,8.0,16.0,PHX,SAT,843,2.0,12.0,0,N,0,,,,,
11021,2008,1,6,7,1157.0,1150,1712.0,1705,WN,2808,N671SW,195.0,195.0,170.0,7.0,7.0,PHX,SDF,1506,18.0,7.0,0,N,0,,,,,
11022,2008,1,6,7,858.0,850,1040.0,1105,WN,754,N700GS,162.0,195.0,153.0,-25.0,8.0,PHX,SEA,1107,3.0,6.0,0,N,0,,,,,
11023,2008,1,6,7,1216.0,1145,1401.0,1400,WN,1481,N292WN,165.0,195.0,152.0,1.0,31.0,PHX,SEA,1107,6.0,7.0,0,N,0,,,,,
11024,2008,1,6,7,2010.0,1935,2208.0,2145,WN,2361,N747SA,178.0,190.0,154.0,23.0,35.0,PHX,SEA,1107,6.0,18.0,0,N,0,0.0,0.0,5.0,0.0,18.0
11025,2008,1,6,7,2147.0,2115,2251.0,2210,WN,160,N257WN,124.0,115.0,109.0,41.0,32.0,PHX,SJC,621,3.0,12.0,0,N,0,21.0,0.0,9.0,0.0,11.0
11026,2008,1,6,7,1901.0,1845,2007.0,1940,WN,177,N641SW,126.0,115.0,108.0,27.0,16.0,PHX,SJC,621,5.0,13.0,0,N,0,0.0,0.0,11.0,0.0,16.0
11027,2008,1,6,7,1001.0,955,1104.0,1100,WN,674,N305SW,123.0,125.0,109.0,4.0,6.0,PHX,SJC,621,4.0,10.0,0,N,0,,,,,
11029,2008,1,6,7,1433.0,1415,1540.0,1510,WN,2094,N664WN,127.0,115.0,115.0,30.0,18.0,PHX,SJC,621,4.0,8.0,0,N,0,0.0,0.0,12.0,0.0,18.0
11032,2008,1,6,7,1330.0,1315,1503.0,1450,WN,320,N459WN,93.0,95.0,74.0,13.0,15.0,PHX,SLC,507,12.0,7.0,0,N,0,,,,,
11033,2008,1,6,7,1855.0,1845,2035.0,2020,WN,410,N605SW,100.0,95.0,72.0,15.0,10.0,PHX,SLC,507,15.0,13.0,0,N,0,0.0,0.0,5.0,10.0,0.0
11034,2008,1,6,7,1115.0,1055,1324.0,1235,WN,414,N215WN,129.0,100.0,112.0,49.0,20.0,PHX,SLC,507,8.0,9.0,0,N,0,0.0,0.0,29.0,8.0,12.0
11035,2008,1,6,7,2221.0,2120,2344.0,2250,WN,980,N410WN,83.0,90.0,67.0,54.0,61.0,PHX,SLC,507,7.0,9.0,0,N,0,18.0,0.0,0.0,0.0,36.0
11036,2008,1,6,7,1505.0,1425,1636.0,1600,WN,1022,N689SW,91.0,95.0,73.0,36.0,40.0,PHX,SLC,507,7.0,11.0,0,N,0,0.0,0.0,16.0,0.0,20.0
11038,2008,1,6,7,1738.0,1655,1858.0,1830,WN,1684,N206WN,80.0,95.0,70.0,28.0,43.0,PHX,SLC,507,5.0,5.0,0,N,0,6.0,0.0,0.0,0.0,22.0
11040,2008,1,6,7,1031.0,1025,1129.0,1135,WN,207,N656SW,118.0,130.0,101.0,-6.0,6.0,PHX,SMF,647,4.0,13.0,0,N,0,,,,,
11041,2008,1,6,7,1304.0,1240,1356.0,1340,WN,331,N605SW,112.0,120.0,99.0,16.0,24.0,PHX,SMF,647,7.0,6.0,0,N,0,5.0,0.0,0.0,0.0,11.0
11042,2008,1,6,7,1519.0,1500,1606.0,1600,WN,877,N733SA,107.0,120.0,95.0,6.0,19.0,PHX,SMF,647,4.0,8.0,0,N,0,,,,,
11043,2008,1,6,7,2221.0,2135,2318.0,2235,WN,1309,N390SW,117.0,120.0,102.0,43.0,46.0,PHX,SMF,647,4.0,11.0,0,N,0,5.0,0.0,0.0,0.0,38.0
11044,2008,1,6,7,1828.0,1810,1920.0,1910,WN,2453,N675AA,112.0,120.0,99.0,10.0,18.0,PHX,SMF,647,4.0,9.0,0,N,0,,,,,
11045,2008,1,6,7,1646.0,1635,1734.0,1735,WN,3941,N794SW,108.0,120.0,98.0,-1.0,11.0,PHX,SMF,647,5.0,5.0,0,N,0,,,,,
11046,2008,1,6,7,1205.0,1135,1221.0,1155,WN,259,N241WN,76.0,80.0,62.0,26.0,30.0,PHX,SNA,338,4.0,10.0,0,N,0,1.0,0.0,0.0,0.0,25.0
11048,2008,1,6,7,2200.0,2135,2217.0,2150,WN,473,N712SW,77.0,75.0,67.0,27.0,25.0,PHX,SNA,338,2.0,8.0,0,N,0,0.0,0.0,2.0,0.0,25.0
11051,2008,1,6,7,1947.0,1925,2009.0,1935,WN,2093,N430WN,82.0,70.0,64.0,34.0,22.0,PHX,SNA,338,5.0,13.0,0,N,0,17.0,0.0,12.0,0.0,5.0
11053,2008,1,6,7,1342.0,1330,1353.0,1345,WN,3501,N420WN,71.0,75.0,63.0,8.0,12.0,PHX,SNA,338,4.0,4.0,0,N,0,,,,,
11054,2008,1,6,7,1510.0,1450,1844.0,1845,WN,752,N348SW,154.0,175.0,140.0,-1.0,20.0,PHX,STL,1262,3.0,11.0,0,N,0,,,,,
11055,2008,1,6,7,1113.0,1100,1447.0,1455,WN,782,N398SW,154.0,175.0,141.0,-8.0,13.0,PHX,STL,1262,5.0,8.0,0,N,0,,,,,
11056,2008,1,6,7,1734.0,1705,2100.0,2055,WN,868,N510SW,146.0,170.0,136.0,5.0,29.0,PHX,STL,1262,3.0,7.0,0,N,0,,,,,
11060,2008,1,6,7,2105.0,2040,2.0,2355,WN,504,N644SW,117.0,135.0,102.0,7.0,25.0,PHX,TUL,935,3.0,12.0,0,N,0,,,,,
11062,2008,1,6,7,1020.0,1010,1321.0,1325,WN,3235,N522SW,121.0,135.0,107.0,-4.0,10.0,PHX,TUL,935,2.0,12.0,0,N,0,,,,,
11067,2008,1,6,7,827.0,820,1021.0,1015,WN,3833,N236WN,294.0,295.0,282.0,6.0,7.0,PIT,LAS,1910,5.0,7.0,0,N,0,,,,,
11070,2008,1,6,7,2020.0,2010,2222.0,2225,WN,3592,N455WN,122.0,135.0,104.0,-3.0,10.0,PIT,MCO,834,9.0,9.0,0,N,0,,,,,
11071,2008,1,6,7,1808.0,1755,1832.0,1830,WN,490,N504SW,84.0,95.0,66.0,2.0,13.0,PIT,MDW,402,5.0,13.0,0,N,0,,,,,
11073,2008,1,6,7,1216.0,1205,1238.0,1235,WN,2361,N747SA,82.0,90.0,72.0,3.0,11.0,PIT,MDW,402,3.0,7.0,0,N,0,,,,,
11074,2008,1,6,7,2123.0,2035,2140.0,2105,WN,3336,N454WN,77.0,90.0,65.0,35.0,48.0,PIT,MDW,402,4.0,8.0,0,N,0,3.0,0.0,0.0,0.0,32.0
11076,2008,1,6,7,1510.0,1455,1616.0,1610,WN,374,N650SW,66.0,75.0,50.0,6.0,15.0,PIT,PHL,267,9.0,7.0,0,N,0,,,,,
11077,2008,1,6,7,1821.0,1815,1956.0,1950,WN,548,N650SW,95.0,95.0,55.0,6.0,6.0,PIT,PHL,267,8.0,32.0,0,N,0,,,,,
11079,2008,1,6,7,1310.0,1245,1408.0,1355,WN,1236,N631SW,58.0,70.0,45.0,13.0,25.0,PIT,PHL,267,4.0,9.0,0,N,0,,,,,
11082,2008,1,6,7,1400.0,1325,1638.0,1615,WN,458,N419WN,278.0,290.0,267.0,23.0,35.0,PIT,PHX,1813,5.0,6.0,0,N,0,9.0,0.0,0.0,0.0,14.0
11083,2008,1,6,7,1517.0,1500,1730.0,1735,WN,107,N314SW,133.0,155.0,119.0,-5.0,17.0,PIT,TPA,873,6.0,8.0,0,N,0,,,,,
11086,2008,1,6,7,1637.0,1630,1741.0,1750,WN,421,N901WN,64.0,80.0,56.0,-9.0,7.0,PVD,BWI,328,2.0,6.0,0,N,0,,,,,
11088,2008,1,6,7,1752.0,1730,1902.0,1850,WN,1062,N424WN,70.0,80.0,56.0,12.0,22.0,PVD,BWI,328,3.0,11.0,0,N,0,,,,,
11089,2008,1,6,7,1937.0,1925,2044.0,2045,WN,1154,N621SW,67.0,80.0,55.0,-1.0,12.0,PVD,BWI,328,3.0,9.0,0,N,0,,,,,
11091,2008,1,6,7,1834.0,1815,1940.0,1935,WN,2034,N345SA,66.0,80.0,58.0,5.0,19.0,PVD,BWI,328,2.0,6.0,0,N,0,,,,,
11094,2008,1,6,7,1522.0,1455,1628.0,1610,WN,2795,N687SW,66.0,75.0,55.0,18.0,27.0,PVD,BWI,328,3.0,8.0,0,N,0,10.0,0.0,0.0,0.0,8.0
11098,2008,1,6,7,1321.0,1230,1603.0,1540,WN,186,N450WN,162.0,190.0,137.0,23.0,51.0,PVD,MCO,1073,5.0,20.0,0,N,0,4.0,0.0,0.0,0.0,19.0
11100,2008,1,6,7,1712.0,1705,1942.0,2010,WN,1030,N445WN,150.0,185.0,132.0,-28.0,7.0,PVD,MCO,1073,5.0,13.0,0,N,0,,,,,
11102,2008,1,6,7,2052.0,2030,2313.0,2330,WN,2451,N226WN,141.0,180.0,130.0,-17.0,22.0,PVD,MCO,1073,6.0,5.0,0,N,0,,,,,
11103,2008,1,6,7,1556.0,1545,1829.0,1850,WN,3134,N313SW,153.0,185.0,139.0,-21.0,11.0,PVD,MCO,1073,6.0,8.0,0,N,0,,,,,
11104,2008,1,6,7,1040.0,1030,1159.0,1210,WN,299,N208WN,139.0,160.0,128.0,-11.0,10.0,PVD,MDW,842,4.0,7.0,0,N,0,,,,,
11105,2008,1,6,7,1954.0,1925,2110.0,2105,WN,393,N503SW,136.0,160.0,126.0,5.0,29.0,PVD,MDW,842,3.0,7.0,0,N,0,,,,,
11106,2008,1,6,7,1510.0,1455,1632.0,1635,WN,3841,N234WN,142.0,160.0,132.0,-3.0,15.0,PVD,MDW,842,4.0,6.0,0,N,0,,,,,
11110,2008,1,6,7,1611.0,1540,1717.0,1710,WN,1410,N631SW,66.0,90.0,52.0,7.0,31.0,PVD,PHL,238,5.0,9.0,0,N,0,,,,,
11111,2008,1,6,7,2020.0,2005,2119.0,2125,WN,2731,N216WR,59.0,80.0,47.0,-6.0,15.0,PVD,PHL,238,6.0,6.0,0,N,0,,,,,
11112,2008,1,6,7,1623.0,1610,2012.0,2005,WN,3061,N730SW,349.0,355.0,338.0,7.0,13.0,PVD,PHX,2277,5.0,6.0,0,N,0,,,,,
11114,2008,1,6,7,1359.0,1335,1641.0,1650,WN,3405,N740SW,162.0,195.0,150.0,-9.0,24.0,PVD,TPA,1137,5.0,7.0,0,N,0,,,,,
11116,2008,1,6,7,2032.0,2020,2052.0,2055,WN,312,N370SW,80.0,95.0,70.0,-3.0,12.0,RDU,BNA,443,2.0,8.0,0,N,0,,,,,
11120,2008,1,6,7,2129.0,2105,2223.0,2200,WN,85,N364SW,54.0,55.0,43.0,23.0,24.0,RDU,BWI,255,5.0,6.0,0,N,0,0.0,0.0,0.0,0.0,23.0
11121,2008,1,6,7,1749.0,1645,1852.0,1745,WN,269,N396SW,63.0,60.0,49.0,67.0,64.0,RDU,BWI,255,4.0,10.0,0,N,0,7.0,0.0,3.0,0.0,57.0
11123,2008,1,6,7,1206.0,1200,1303.0,1255,WN,2621,N687SW,57.0,55.0,45.0,8.0,6.0,RDU,BWI,255,4.0,8.0,0,N,0,,,,,
